0.15,0.18,-0.02,0.0,0.01,0.01,0.0,0.01,NaN,0.19,1.0,-0.02,0.24,NaN,0.06,0.02,0.01,-0.03,0.06,0.08,0.06,0.02,0.03,0.12,-0.11,0.24,-0.04,0.0,0.22,-0.02,0.06,NaN,-0.01
-0.03,-0.05,0.06,-0.03,0.25,0.03,0.02,0.1,NaN,-0.04,-0.02,1.0,-0.04,NaN,0.12,0.09,0.04,0.3,0.01,-0.01,-0.02,0.07,-0.06,-0.08,0.35,-0.02,0.34,0.02,0.01,0.05,-0.07,NaN,-0.04
0.42,0.41,0.07,-0.02,-0.04,-0.02,-0.04,0.0,NaN,0.62,0.24,-0.04,1.0,NaN,0.03,0.0,-0.04,-0.01,-0.01,0.0,0.02,-0.03,0.02,0.4,-0.06,0.78,0.01,0.0,0.46,0.06,0.05,NaN,0.04
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.03,0.03,0.03,0.03,0.4,-0.01,0.0,0.09,NaN,0.02,0.06,0.12,0.03,NaN,1.0,-0.01,-0.01,0.25,-0.08,-0.05,-0.04,-0.06,0.02,0.06,0.11,0.05,0.16,-0.07,0.07,0.0,-0.07,NaN,-0.05
0.0,-0.01,-0.07,0.02,0.02,0.33,0.27,0.0,NaN,0.03,0.02,0.09,0.0,NaN,-0.01,1.0,0.09,-0.04,-0.05,0.03,-0.01,0.04,-0.02,-0.02,0.01,-0.01,0.02,0.09,-0.02,0.1,0.04,NaN,-0.06
-0.03,-0.06,-0.07,0.0,0.02,0.06,0.11,0.06,NaN,-0.02,0.01,0.04,-0.04,NaN,-0.01,0.09,1.0,-0.03,-0.03,0.04,0.03,0.0,-0.05,-0.06,-0.06,-0.08,0.0,0.08,-0.05,0.06,0.04,NaN,-0.11
0.02,-0.02,0.14,0.02,0.2,-0.12,-0.06,0.29,NaN,-0.03,-0.03,0.3,-0.01,NaN,0.25,-0.04,-0.03,1.0,0.06,-0.14,-0.09,-0.02,-0.02,0.01,0.21,-0.03,0.24,-0.07,0.06,-0.01,-0.09,NaN,0.0
0.03,0.02,0.05,0.01,0.02,0.01,0.05,0.09,NaN,0.0,0.06,0.01,-0.01,NaN,-0.08,-0.05,-0.03,0.06,1.0,0.01,0.06,0.03,-0.03,0.05,-0.04,0.0,0.02,-0.01,0.02,-0.09,0.01,NaN,0.05
0.02,0.07,-0.04,-0.01,-0.09,0.0,0.02,-0.06,NaN,0.06,0.08,-0.01,0.0,NaN,-0.05,0.03,0.04,-0.14,0.01,1.0,-0.03,0.06,-0.1,0.05,-0.06,0.03,-0.03,-0.02,0.04,-0.01,0.39,NaN,-0.02
0.04,0.03,0.03,0.02,0.02,0.0,-0.01,0.0,NaN,0.02,0.06,-0.02,0.02,NaN,-0.04,-0.01,0.03,-0.09,0.06,-0.03,1.0,0.07,-0.02,0.02,-0.01,0.02,0.03,0.09,-0.01,0.12,0.0,NaN,0.02
-0.02,-0.02,0.08,0.02,-0.03,0.1,0.05,-0.03,NaN,-0.02,0.02,0.07,-0.03,NaN,-0.06,0.04,0.0,-0.02,0.03,0.06,0.07,1.0,-0.04,-0.02,0.01,-0.01,-0.03,0.19,-0.02,0.09,0.05,NaN,0.03
0.01,-0.03,-0.02,-0.01,0.0,-0.07,-0.08,-0.05,NaN,-0.04,0.03,-0.06,0.02,NaN,0.02,-0.02,-0.05,-0.02,-0.03,-0.1,-0.02,-0.04,1.0,0.0,0.02,-0.04,0.06,0.03,0.05,-0.04,0.06,NaN,0.04
0.69,0.67,-0.06,0.04,-0.08,-0.04,-0.11,0.04,NaN,0.65,0.12,-0.08,0.4,NaN,0.06,-0.02,-0.06,0.01,0.05,0.05,0.02,-0.02,0.0,1.0,-0.04,0.39,-0.02,-0.01,0.46,0.03,0.03,NaN,-0.02
0.04,-0.01,0.16,0.08,0.1,-0.01,0.0,-0.03,NaN,-0.03,-0.11,0.35,-0.06,NaN,0.11,0.01,-0.06,0.21,-0.04,-0.06,-0.01,0.01,0.02,-0.04,1.0,-0.14,0.57,0.01,-0.04,0.02,0.03,NaN,-0.05
0.35,0.46,0.0,-0.04,-0.04,-0.02,0.01,-0.01,NaN,0.63,0.24,-0.02,0.78,NaN,0.05,-0.01,-0.08,-0.03,0.0,0.03,0.02,-0.01,-0.04,0.39,-0.14,0.99,-0.07,0.01,0.49,0.06,0.05,NaN,0.03
0.02,0.04,0.07,0.07,0.05,-0.03,0.02,-0.01,NaN,-0.01,-0.04,0.34,0.01,NaN,0.16,0.02,0.0,0.24,0.02,-0.03,0.03,-0.03,0.06,-0.02,0.57,-0.07,0.99,0.07,0.05,0.0,0.07,NaN,0.02
0.0,-0.02,0.02,0.0,-0.04,0.16,0.1,-0.06,NaN,-0.01,0.0,0.02,0.0,NaN,-0.07,0.09,0.08,-0.07,-0.01,-0.02,0.09,0.19,0.03,-0.01,0.01,0.01,0.07,1.0,0.01,0.09,0.03,NaN,0.02
0.36,0.46,-0.07,0.04,-0.02,0.0,-0.04,0.03,NaN,0.4,0.22,0.01,0.46,NaN,0.07,-0.02,-0.05,0.06,0.02,0.04,-0.01,-0.02,0.05,0.46,-0.04,0.49,0.05,0.01,1.0,0.07,0.0,NaN,-0.09
0.0,0.01,0.03,0.02,0.0,0.08,0.13,-0.03,NaN,0.05,-0.02,0.05,0.06,NaN,0.0,0.1,0.06,-0.01,-0.09,-0.01,0.12,0.09,-0.04,0.03,0.02,0.06,0.0,0.09,0.07,1.0,-0.05,NaN,-0.1
0.04,0.02,-0.11,0.05,-0.14,0.05,0.03,-0.06,NaN,0.04,0.06,-0.07,0.05,NaN,-0.07,0.04,0.04,-0.09,0.01,0.39,0.0,0.05,0.06,0.03,0.03,0.05,0.07,0.03,0.0,-0.05,1.0,NaN,-0.06
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-0.04,-0.01,0.05,0.04,0.0,-0.03,-0.02,-0.04,NaN,-0.01,-0.01,-0.04,0.04,NaN,-0.05,-0.06,-0.11,0.0,0.05,-0.02,0.02,0.03,0.04,-0.02,-0.05,0.03,0.02,0.02,-0.09,-0.1,-0.06,NaN,1.0
